,title,paragraph_num,paragraph_text,actors_in_paragraph,actors_list,2_plus_actors,numb_unique_actors
56676,Voortgang versterking zoönosenbeleid,50,"De evaluatie van de aanpak van SARS-CoV-2 bij nertsenbedrijven, het rapport
Zoönosen in het vizier en onze internationale inzet bieden de basis voor de versterking van ons zoönosenbeleid.
De aanbevelingen uit beide rapporten nemen we als concrete acties op in een nationaal actieplan zoönosen voor de jaren 2022–2025, net als onze internationale ambities.
Partijen met een rol of verantwoordelijkheid in het voorkomen en bestrijden van zoönosen worden de komende periode nadrukkelijk betrokken bij het opstellen van het actieplan.
Het is goed op te merken dat partijen zeer bereid zijn om mee te denken of mee te werken in het vormgeven van het versterkte beleid.
Wij zien de versterking van het zoönosenbeleid als een belangrijke pijler van de beleidsagenda pandemische paraatheid.
We zullen het nationaal actieplan zoönosen en de beleidsagenda pandemische paraatheid dan ook in samenhang blijven bezien.
Met deze brief hebben we de bouwstenen voor een nationaal actieplan zoönosen geschetst.
Het is nu aan een nieuw kabinet om het actieplan verder vorm te geven, vast te stellen en ten uitvoer te brengen.
De Minister van Volksgezondheid, Welzijn en Sport, H.M. de Jonge De Minister van Landbouw, Natuur en Voedselkwaliteit, C.J. Schouten","['de Jonge', 'Schouten']","['de Jonge', 'Schouten']",True,2
56691,Landbouw- en Visserijraad,15,"De vragen en opmerkingen zijn op 16 mei 2022 aan de Minister van Landbouw, Natuur en Voedselkwaliteit voorgelegd.
Bij brief van 18 mei 2022 zijn de vragen beantwoord.
De voorzitter van de commissie, Geurts
De griffier van de commissie, Jansma kst-21501-32-1426 ISSN 0921 - 7371 ’s-Gravenhage 2022","['Geurts', 'Jansma']","['Geurts', 'Jansma']",True,2
57242,Besluitenlijst procedurevergadering LNV d.d. 19 mei 2021,197,"regering - minister van Landbouw, Natuur en Voedselkwaliteit, C.J. Schouten - 6 mei 2021
Invulling van de motie van het lid Geurts over onderzoek naar fiscaal reserveren in de landen tuinbouw (Kamerstuk 35442-9) - 35570-XIV-76","['Schouten', 'Geurts']","['Schouten', 'Geurts']",True,2
57357,Besluitenlijst procedurevergadering LNV d.d. 19 mei 2021,312,Brief van de leden Bromet en Boswijk inzake overname van de verdediging van de initiatiefnota Zaak:,"['Bromet', 'Boswijk']","['Bromet', 'Boswijk']",True,2
57359,Besluitenlijst procedurevergadering LNV d.d. 19 mei 2021,314,Brief van de leden Bromet en Boswijk inzake overname van de verdediging van de initiatiefnota - 35742-3,"['Bromet', 'Boswijk']","['Bromet', 'Boswijk']",True,2
57429,Besluitenlijst procedurevergadering LNV d.d. 19 mei 2021,384,"Dertigledendebat over dierenmishandeling door jagers (aangevraagd door het lid Graus op 18 februari 2020) (minister LNV)
8 • Dertigledendebat over garnalenvissers die jarenlang meer hebben gevist in beschermde natuurgebieden dan volgens hun vergunning was toegestaan (aangevraagd door het lid Wassenberg op 18 februari 2020) (minister LNV)","['Graus', 'Wassenberg']","['Graus', 'Wassenberg']",True,2
57631,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,56,"De leden Van Campen (VVD), Boswijk (CDA), Thijssen (PvdA), Bisschop (SGP) en Van der Plas (BBB) hebben zich aangemeld.","['Campen', 'Bisschop']","['Campen', 'Bisschop']",True,2
57679,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,104,Op de volgende procedurevergadering zullen de leden Tjeerd de Groot (D66) en Bromet (GroenLinks) een voorstel doen voor een technische briefing over deze verkenningen.,"['de Groot', 'Bromet']","['de Groot', 'Bromet']",True,2
57733,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,158,"regering - minister van Landbouw, Natuur en Voedselkwaliteit, C.J. Schouten - 26 februari 2021
Uitvoering van de motie van het lid Bisschop over een duurzaam en langjarig toekomstperspectief voor de agrarische sector (Kamerstuk 35600-43) - 35334137","['Schouten', 'Bisschop']","['Schouten', 'Bisschop']",True,2
58112,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,537,Initiatiefnota van de leden Bromet en Von Martels over groen in de stad,"['Bromet', 'Martels']","['Bromet', 'Martels']",True,2
58116,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,541,Bromet en Von Martels over groen in de stad - 35742 10,"['Bromet', 'Martels']","['Bromet', 'Martels']",True,2
58172,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,597,"over het afschot van herten in de Oostvaardersplassen (aangevraagd door het lid Graus op 11 december 2018) (minister LNV)
11 • Dertigledendebat over acties van Europese boerenorganisaties tegen vrijhandelsverdragen (aangevraagd door het lid Ouwehand op 29 januari 2019) (minister BuHa-OS en minister LNV)","['Graus', 'Ouwehand']","['Graus', 'Ouwehand']",True,2
58184,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,609,"Dertigledendebat over dierenmishandeling door jagers (aangevraagd door het lid Graus op 18 februari 2020) (minister LNV)
• Dertigledendebat over garnalenvissers die jarenlang meer hebben gevist in beschermde natuurgebieden dan volgens hun vergunning was toegestaan (aangevraagd door het lid Wassenberg op 18 februari 2020) (minister LNV)","['Graus', 'Wassenberg']","['Graus', 'Wassenberg']",True,2
58188,Besluitenlijst procedurevergadering LNV d.d. 14 april 2021,613,"Dertigledendebat over het rapport van de OVV over stalbranden (aangevraagd door het lid Vestering op 6 april 2021) (minister LNV)
Besluit: Het lid Bromet (GroenLinks) geeft aan het debat over de staat van de natuur en het landschap in Nederland in te zullen trekken.","['Vestering', 'Bromet']","['Vestering', 'Bromet']",True,2
59117,Analyse knelpunten natuurinclusief bouwen,11,"Vanessa Mommers (RuimteVormen)
• Gert Dekker (Ambient Advies)","['Mommers', 'Dekker']","['Mommers', 'Dekker']",True,2
59119,Analyse knelpunten natuurinclusief bouwen,13,"Wendy van de Leemkolk, Simon Handgraaf (FLO Legal)","['van de Leemkolk', 'Handgraaf']","['van de Leemkolk', 'Handgraaf']",True,2
59795,Analyse knelpunten natuurinclusief bouwen,689,"Samenstelling begeleidingscommissie • Isabelle Vreeke, ministerie LNV (opdrachtgever)
• Susan Arts, ministerie LNV
• Danielle Freriks, ministerie BZK","['Vreeke', 'Arts', 'Freriks']","['Vreeke', 'Arts', 'Freriks']",True,3
59802,Analyse knelpunten natuurinclusief bouwen,696,"Universiteit (WUR)
• Helen Toxopeus, Universiteit Utrecht (UU)
• Marleen Hermans, Technische Universiteit Delft (TUD)","['Toxopeus', 'Hermans']","['Toxopeus', 'Hermans']",True,2
59805,Analyse knelpunten natuurinclusief bouwen,699,"interviews en werksessie • Rolien Wisse, BAM (interview en werksessie)
• Jeroen Bevers, provincie Groningen (interview)
• Lennart Zwart, provincie Groningen (werksessie)
• Pieter Knauff, Vesteda (interview)
• Nico Wissing, Studio Nico Wissing, en Thomas van Rijbroek, gemeente
Oude IJsselstreek (interview)
• Joyce van den Berg en Jorine Noordman, gemeente
Amsterdam (interview)
• Claudia Bouwens, Neprom (interview en werksessie)
• Irene Mulder, gemeente Den Haag (interview)
• Jan Willem Burgmans, Heymans (interview)
• Laura van Heeswijk en Jessica Winter, provincie Overijssel (interview)
• Max Klasberg, Arcadis (interview en werksessie)","['Bevers', 'Zwart', 'Knauff', 'Wissing', 'Wissing', 'van Rijbroek', 'van den Berg', 'Noordman', 'Bouwens', 'Mulder', 'van Heeswijk', 'Winter', 'Klasberg']","['Bevers', 'Zwart', 'Knauff', 'Wissing', 'Wissing', 'van Rijbroek', 'van den Berg', 'Noordman', 'Bouwens', 'Mulder', 'van Heeswijk', 'Winter', 'Klasberg']",True,12
59965,Analyse knelpunten natuurinclusief bouwen,859,"• Stadsnatuur maken, Jacques Vink, Piet Vollaard, Niels de Zwarte NAI010","['Vink', 'Vollaard', 'de Zwarte']","['Vink', 'Vollaard', 'de Zwarte']",True,3
59983,Analyse knelpunten natuurinclusief bouwen,877,"Brief 'Maak natuurinclusief bouwern de norm’, Lodewijk Hoekstra en Nico Wissing NL","['Hoekstra', 'Wissing']","['Hoekstra', 'Wissing']",True,2
59986,Analyse knelpunten natuurinclusief bouwen,880,", M.A. van Haaster-de Winter, M.W.C. Dijkshoorn-Dekker, N.B.P. Polman, T.J.M. Mattijssen en H. Kortstee, WUR","['Winter', 'Dekker', 'Mattijssen', 'Kortstee']","['Winter', 'Dekker', 'Mattijssen', 'Kortstee']",True,4
59988,Analyse knelpunten natuurinclusief bouwen,882,"• Integrale ontwerpmethode openbare ruimte, Joyce van den Berg, Hans van der Made e.a. , Amsterdam","['van den Berg', 'van der Made']","['van den Berg', 'van der Made']",True,2
60246,B5b. bijlage - Jaarverslag MVD 2021,11,"Ook dit jaar moesten we onze activiteiten anders inkleden door de coronacrisis.
Onze vergaderingen waren vooral online en zo ook de vergaderingen met ons netwerk.
Gelukkig zagen we ook dat mensen de natuur in de buurt meer zijn gaan waarderen en beleven.
Natuurbeleving is belangrijk geworden en bevordert onze gezondheid.
We beseffen steeds meer dat alles wat we doen effect heeft op een gezond leefklimaat en de natuur.
De druk op natuurgebieden wordt echter groter.
Het onderstreept het belang van het beschermen en uitbreiden van de natuur.
Ons werk is dan ook cruciaal om te zorgen voor een balans tussen mens en natuur.
Helaas moest Rennie Verhagen haar functie als secretaris neerleggen.
We missen haar expertise, inbreng en inzet.
In 2022 hebben we op gepaste wijze afscheid genomen.
Peter Mekkink heeft het secretariaat van Rennie overgenomen.","['Verhagen', 'Mekkink']","['Verhagen', 'Mekkink']",True,2
60335,B5b. bijlage - Jaarverslag MVD 2021,100,"Naast de ideële doelen, is er de zakelijke kant die de nodige expertise vraagt.
Daarom is de samenwerking met Rijn en IJssel Energiecoöperatie opgezocht.
Zij hebben al meerdere projecten ontwikkeld en beschikken over een professionele organisatie met professionals die ervoor zorgdragen dat het geld dat in de regio wordt verdient ook in de regio blijft.
Dit is ook de insteek in De Liemers.
Zon en wind als belangrijke stap in verduurzaming, gekoppeld aan CO2 neutraal worden, minder afhankelijk van gas en olie.
Tegelijkertijd zullen we onze invloed aanwenden om samen met omwonenden ons mooie landschap zo veel mogelijk in tact houden en waar mogelijk versterken.
Namens MVD participeert Wout Oosterhof in het bestuur.","['Liemers', 'Oosterhof']","['Liemers', 'Oosterhof']",True,2
60441,B5b. bijlage - Jaarverslag MVD 2021,206,"In 2021 bestaat de Stichting Milieuvrienden Duiven uit zes leden: Hanneke Spaans, Voorzitter T: 0640480277, E: hanneke@milieuvrienden.nl
Peter Mekkink, Secretariaat T: 0648303200, E: secretariaat@milieuvrienden.nl José Luis Salve, Penningmeester T: 0629072619, E: j.salve@upcmail.nl","['Spaans', 'Mekkink']","['Spaans', 'Mekkink']",True,2
60688,Antwoord op vragen van de leden Vestering en Teunissen over turf-vrije potgrond,5,"Aanhangsel van de Handelingen
Vragen gesteld door de leden der Kamer, met de daarop door de regering gegeven antwoorden 65 Vragen van de leden Vestering en Teunissen (beiden PvdD) aan de Ministers van Landbouw, Natuur en Voedselkwaliteit en van Economische Zaken en Klimaat over turf-vrije potgrond (ingezonden 18 juni 2021).
Antwoord van Minister Schouten (Landbouw, Natuur en Voedselkwaliteit), mede namens Staatssecretaris Yeşilgöz-Zegerius (Economische Zaken en Klimaat) (ontvangen 24 september 2021).","['Vestering', 'Teunissen', 'Schouten']","['Vestering', 'Teunissen', 'Schouten']",True,3
60857,Verslag van een schriftelijk overleg over de geannoteerde agenda Landbouw- en Visserijraad 15 en 16 november 2021 (deel II) (Kamerstuk 21501-32-1354),16,"Mijn inzet is gericht op een maximaal toelaatbare sterfte van 7% voor hommels en wilde solitaire bijen conform de moties van het lid Ouwehand (Kamerstuk 21 501-32, nr. 1175) en het lid Wassenberg c.s. (Kamerstuk 35 570 XIV, nr. 50).","['Ouwehand', 'Wassenberg']","['Ouwehand', 'Wassenberg']",True,2
60944,Verslag van een schriftelijk overleg over de geannoteerde agenda Landbouw- en Visserijraad 15 en 16 november 2021 (deel II) (Kamerstuk 21501-32-1354),103,"Ik vind het belangrijk dat de beoordelingscapaciteit van de lidstaten in de Europese Unie zodanig is, dat de (her)beoordelingen van werkzame stoffen en gewasbeschermingsmiddelen op basis van goedgekeurde werkzame stoffen tijdig worden afgerond.
De Europese Commissie heeft dit probleem erkend en heeft in het kader van de REFIT voorstellen gedaan om het beoordelingsproces te verbeteren, zonder daarvoor Verordening (EG) 1107/2009 te hoeven wijzigen.
Daarnaast heeft de Europese Commissie een financiële bijdrage van 10 miljoen euro beschikbaar gesteld voor het verruimen van de beoordelingscapaciteit van de lidstaten.
Nederland heeft de Europese Commissie geadviseerd om dit budget vooral aan te wenden voor een transitie van bevoegde autoriteiten in andere lidstaten naar een kostendekkende structuur, zoals het College voor de toelating van gewasbeschermingsmiddelen en biociden (hierna: Ctgb) hanteert, waardoor deze lidstaten hun beoordelingscapaciteit op orde kunnen brengen.
Het Ctgb heeft een «green team» dat heel goed geëquipeerd is om aanvragen van laagrisicomiddelen snel te kunnen beoordelen.
Naar aanleiding van de motie van de leden Tjeerd de Groot en Boswijk (Kamerstuk 27 858, nr. 539) zal het Ctgb de toelating van laagrisicomiddelen versnellen, waarbij het Ctgb aangeeft de capaciteit van het «green team» tijdig te laten mee ontwikkelen met de groei van het aantal aanvragen voor laagrisicomiddelen.","['de Groot', 'Boswijk']","['de Groot', 'Boswijk']",True,2
61004,2e Herziene convocatie commissiedebat Natuur - 6 oktober,60,"regering - minister voor Natuur en Stikstof, Ch. van der Wal-Zeggelink – 11 april 2022
Toezegging gedaan tijdens het commissiedebat Natuur van 10 februari 2022, over de evaluatie van de Nationale Parken - 33576-266 Agendapunt:
Reactie op de uitvoering van de motie van de leden Wassenberg en Futselaar over haas en konijn schrappen van de lijst van vrij bejaagbare soorten (Kamerstuk 35616-9)","['Wassenberg', 'Futselaar']","['Wassenberg', 'Futselaar']",True,2
61053,Position paper Albert Heijn t.b.v. rondetafelgesprek Verdienmodel agrarisch ondernemers d.d. 17 maart 2022,4,’s van Albert Heijn Achtergrondinformatie over de Beter voor Natuur & Boer,"['Heijn', 'Boer']","['Heijn', 'Boer']",True,2
61073,Position paper Albert Heijn t.b.v. rondetafelgesprek Verdienmodel agrarisch ondernemers d.d. 17 maart 2022,24,"hebben we vanaf 2017 ontwikkeld in samenwerking met onze leverancier en zuivelverwerker Royal A-ware.
Ruim 450 van de 18.000 Nederlandse melkveehouders werken in het programma ‘Beter voor Koe, Natuur en Boer’ samen met Albert Heijn en maken hierbij gezamenlijk afspraken over de samenwerking.
Binnen deze samenwerking vallen onder meer:","['Boer', 'Heijn']","['Boer', 'Heijn']",True,2
61078,Position paper Albert Heijn t.b.v. rondetafelgesprek Verdienmodel agrarisch ondernemers d.d. 17 maart 2022,29,"Beter voor Varken, Natuur & Boer
Het programma Beter voor Varken, Natuur & Boer is een lange termijn samenwerking tussen varkenshouders, vleesproducent Vion en Albert Heijn.
Het programma geeft inhoud aan de ontwikkeling en verduurzaming van de varkensvleesketen op de thema's varken, natuur en boer.
Varken 97% van het Albert Heijn eigen merk verse varkensvlees komt uit Nederland en heeft minimaal 1 ster","['Boer', 'Boer', 'Heijn', 'Heijn']","['Boer', 'Boer', 'Heijn', 'Heijn']",True,2
61086,Position paper Albert Heijn t.b.v. rondetafelgesprek Verdienmodel agrarisch ondernemers d.d. 17 maart 2022,37,"Sinds 2005 zijn Albert Heijn en Plukon Food Group vanuit een gezamenlijk visie de keten aan het verduurzamen.
Dat is gestart met de biologische keten, gevolgd door de introductie van Scharrelkip met 1 ster van het Beter Leven keurmerk in 2009.
In 2016 is het volledige kipassortiment omgezet naar houderijsystemen met langzaam groeiende rassen en meer aandacht voor dierenwelzijn.
In 2022 is in deze samenwerking samen met 200 pluimveehouders een volgende stap gezet in de vorm van het Beter voor Kip, Natuur & Boer-programma.","['Heijn', 'Boer']","['Heijn', 'Boer']",True,2
61096,Position paper Albert Heijn t.b.v. rondetafelgesprek Verdienmodel agrarisch ondernemers d.d. 17 maart 2022,47,"Een duurzame samenwerking voor onbepaalde tijd met een gezond verdienmodel voor alle betrokken partijen is het uitgangspunt.
Albert Heijn en Plukon Food Group hebben samen met de klankbordgroep van pluimveehouders een model ontwikkeld waarbij een kostprijs is bepaald op basis van een gegarandeerd minimum inkomen.
Daarnaast geldt een afnamegarantie voor de pluimveehouders; zekerheid van afzet voor minimaal 5 jaar, waarbij de pluimveehouders exclusief voor deze keten produceren.
Ook worden extra investeringen ten behoeve van het Beter voor-programma vergoed.
Beter voor Natuur en Boer
Samen met meer dan 360 Nederlandse boeren en telers willen we de komende jaren flink verduurzamen met het Beter voor Natuur en Boer-programma.
Het programma is opgezet met onze service provider Bakker Barendrecht.
De samenwerking met onze groentenen fruittelers is veelal decennialang.","['Heijn', 'Boer', 'Boer']","['Heijn', 'Boer', 'Boer']",True,2
61107,Antwoord op vragen van de leden Wassenberg en Teunissen over de VN-conferentie over de VN-conferentie over het wereldzeeënverdrag,5,"Aanhangsel van de Handelingen
Vragen gesteld door de leden der Kamer, met de daarop door de regering gegeven antwoorden 3221 Vragen van de leden Wassenberg en Teunissen (beiden PvdD) aan de Ministers voor Natuur en Stikstof, van Landbouw, Natuur en Voedselkwaliteit en van Buitenlandse Zaken over de VN-conferentie over het wereldzeeënverdrag (ingezonden 19 mei 2022).
Antwoord van Minister Hoekstra (Buitenlandse Zaken), mede namens de Ministers voor Natuur en Stikstof en van Infrastructuur en Waterstaat (ontvangen 21 juni 2022)Zie ook Aanhangsel
Handelingen, vergaderjaar 2021–2022, nr. 3010","['Wassenberg', 'Teunissen', 'Hoekstra']","['Wassenberg', 'Teunissen', 'Hoekstra']",True,3
61128,Antwoord op vragen van de leden Wassenberg en Teunissen over de VN-conferentie over de VN-conferentie over het wereldzeeënverdrag,26,"is op zich al een compromis tussen landen.
Het betreft onderwerpen met betrekking tot de bescherming van het mariene milieu alsmede onderwerpen met betrekking tot het gebruik van mariene genetische bronnen en verdeling van de opbrengsten daarvan.
Daarnaast zijn ook vraagstukken op het terrein van capaciteitsopbouw en overdracht van mariene technologie onderwerp van de onderhandelingen.
Zoals aangegeven in het antwoord op de vragen 2 en 3 zijn nog geen definitieve besluiten genomen over de inhoud van dit pakket.
De inbreng van Nederland en de EU en haar lidstaten is primair gericht op de onderdelen die bijdragen aan een effectieve en toekomstbestendige bescherming van het mariene milieu.
Om dit te realiseren is het van belang dat over alle onderwerpen uit het onderhandelingspakket overeenstemming wordt bereikt.
Daarbinnen richten de EU en haar lidstaten zich onder andere op bindende afspraken over mariene gebiedsbescherming op volle zee, verplichte milieueffectrapportages voorafgaand aan activiteiten op zee, en voor goede internationale afspraken over de toegang en de verdeling van mariene genetische bronnen uit de volle zee.
Zie ook de beantwoording van de vragen van de leden Tjeerd de Groot en Sjoerdsma (beiden D66) over de VN Intergovernmental Conference on Marine Biodiversity of areas Beyond National Jurisdiction (BBNJ) van 21 februari 2022 (Aanhangsel Handelingen, vergaderjaar 2021–2022, nr. 2191).","['de Groot', 'Sjoerdsma']","['de Groot', 'Sjoerdsma']",True,2
61145,Antwoord op vragen van de leden Wassenberg en Teunissen over de VN-conferentie over de VN-conferentie over het wereldzeeënverdrag,43,"Zie ook de beantwoording van vraag 8 van de vragen van de leden Tjeerd de Groot en Sjoerdsma (beiden D66) over de VN Intergovernmental Conference on Marine Biodiversity of areas Beyond National Jurisdiction (BBNJ) van 21 februari 2022 (2022 (Aanhangsel Handelingen, vergaderjaar 2021–2022, nr. 2191).","['de Groot', 'Sjoerdsma']","['de Groot', 'Sjoerdsma']",True,2
61257,Stand van zaken stikstof en landelijk gebied,27,"Uitvoering aangenomen moties NPLG en nadere toelichting bij enkele onderwerpen uit de startnotitie NPLG
In het debat met de Tweede Kamer op donderdag 23 juni jl. is uitgebreid stilgestaan bij de startnotitie NPLG.
Deze startnotitie is de basis voor de opgaven in het landelijk gebied en vormt het vetrekpunt voor Rijk en provincies om de gebiedsgerichte aanpak vorm te geven.
Het kabinet gaat voortvarend aan de slag met de uitvoering van de 22 recent aangenomen moties van de Tweede Kamer uit dit debat (stemming 28 juni jl. (Handelingen II 2021/22, nr. 97, Stemmingen)) en moties uit eerdere debatten in het parlement.
Deze moties leveren een belangrijke bijdrage aan het vormgeven en uitvoeren van onder andere het NPLG.
De Tweede Kamer heeft in meerderheid aangegeven de ingeslagen richting om de natuur te herstellen te steunen.
Tegelijkertijd is er in het maatschappelijk debat onder meer een sterke behoefte aan concreetheid waar het gaat over de evenredige bijdrage van sectoren zoals industrie en mobiliteit (motie van het lid Van Campen c.s. 5 Kamerstuk 33 576, nr. 302.), de bijdrage van ketenpartijen (motie van het lid Thijssen c.s. 6 Kamerstuk 33 576, nr. 292.), het economisch perspectief op en de leefbaarheid van het platteland (motie van de leden Koekkoek en Boswijk 7 Kamerstuk 33 576, nr. 315.), en de mogelijkheden tot maatwerk in de gebieden (motie van het lid Boswijk c.s. 8 Kamerstuk 33 576, nr. 311.).
Een terechte wens die breed in de samenleving wordt gevoeld en ook door het kabinet wordt gedeeld.
Over de wijze van uitvoering van de moties, ingediend tijdens het debat op 23 juni jl., zal ik de Tweede Kamer in oktober 2022 separaat informeren.
In de tussentijd worden deze geïmplementeerd in het beleid en meegenomen in brieven aan de Kamer wanneer deze aan het onderwerp van de brief raken, zoals de brief over de toekomst van de landbouw en het toekomstperspectief van de boeren.
Nadere toelichting bij enkele onderwerpen uit de startnotitie NPLG
In de maatschappij is veel gezegd en geschreven over de aanpak rondom de presentatie van het NPLG en het debat hierover.
De omvang van het programma en het technisch-inhoudelijk karakter van de materie kunnen aanleiding geven tot vragen, en daarmee zorgen voor onzekerheid bij gezinnen en bedrijven.
Het kabinet hecht er daarom waarde aan om misverstanden, waar mogelijk, weg te nemen en zo bij te dragen aan de nuance die dit debat nodig heeft.
Daarom heeft het kabinet, mede na de oproep van de Tweede Kamer (motie van het lid Van Campen c.s. 9 Kamerstuk 33 576, nr. 303.) om een publieksvriendelijk dashboard, besloten deze in te gaan richten.
Het kabinet hoopt hierover zo spoedig mogelijk meer te kunnen delen.","['Campen', 'Thijssen', 'Koekkoek', 'Boswijk', 'Boswijk', 'Campen']","['Campen', 'Thijssen', 'Koekkoek', 'Boswijk', 'Boswijk', 'Campen']",True,4
61264,Stand van zaken stikstof en landelijk gebied,34,"Het kabinet komt zo snel mogelijk, conform motie van de leden Tjeerd de Groot en Van Campen (Kamerstuk 35 925 XIV, nr. 106) met een wetsvoorstel om de doelstellingen in de wet stikstofreductie en natuurverbetering van 2035 naar 2030 te versnellen.
Vergunningverlening voor (nieuwe) activiteiten, of het nu gaat om PAS-melders, energieprojecten, woningbouw of defensie, blijft vooralsnog lastig, omdat het verlenen van een vergunning niet zondermeer mogelijk is als de activiteit bijdraagt aan de verdere overschrijding van de kritische depositiewaarde op één of meer Natura 2000-gebieden.
Primair is de inzet van het kabinet het op orde brengen van de omgevingscondities van een gebied in brede zin conform motie van het lid Boswijk c.s. 13 Kamerstuk 35 925 XIV, nr. 106..
Dit doel wordt verankerd door op landelijk niveau resultaatsverplichtende omgevingswaarden te formuleren (mede op basis van de kritische depositiewaarde).
Daarbij is per gebied maatwerk mogelijk aan de hand van de regionale stikstofdoelen.
Het wettelijk vastleggen van deze omgevingswaarden, in combinatie met de daaraan gekoppelde stikstofbronmaatregelen, verzekert dat de benodigde stikstofreductie tijdig en onontkoombaar gehaald wordt.
Het is belangrijk om ook in te zetten op het beperken van andere drukfactoren op de natuur, zoals verdroging en verstoring.
Van belang zijn ook de maatregelen die daarvoor nodig zijn om deze drukfactoren aan te pakken en naar een gezonde natuur toe te werken, bijvoorbeeld met het Programma Natuur en maatregelen zoals het verhogen van het waterpeil.
Met de natuurdoelanalyses, die worden getoetst door een onafhankelijke ecologische autoriteit, wordt breed gekeken naar wat er nodig is voor een gezonde en veerkrachtige natuur.
Door in deze gebieden naast stikstofreductie in te zetten op aanvullende manieren van natuurherstel, waaronder beheermaatregelen
, kan het brede doel van een gunstige staat van de instandhouding worden gehaald of dichterbij worden gebracht ondanks dat de KDW in die gebieden wordt overschreden.
Dit kan met name van belang zijn in gebieden zoals het kusten grensgebied, waar het verminderen van stikstofdepositie tot onder de KDW een enorme opgave is door bijvoorbeeld stikstofdepositie vanuit het buitenland.
Het is daarom urgent dat Rijk en Provincies een forse inspanning leveren om gebiedspecifieke ecologische data op orde te brengen en de ecologische analyses voor de gebiedsplannen daarmee te onderbouwen.
Dit zullen we jaarlijks monitoren om te zorgen dat dit effectief ingezet kan worden.
Het kabinet is van plan om, conform het in wetsvoorstel voor het wijziging van de omgevingswaarde van 2035 naar 2030 dat nu in voorbereiding is, ook de evaluatie van het gebruik van de omgevingswaarde naar voren te halen.
Op deze manier kan gekeken worden of het sturen op bredere omgevingswaarden mogelijk is.
Om dit mogelijk te maken stuurt het kabinet op het actief ontwikkelen van nieuwe indicatoren en robuuste onderbouwing hiervan.
Hierbij kan de ecologische autoriteit een belangrijke rol spelen.
Wij blijven de komende tijd in gesprek met de hele keten, waaronder provincies, gemeenten, natuuren milieuorganisaties, boeren en organisaties, marktpartijen, zoals producenten en supermarkten, banken, wetenschappelijke organisaties, PBL, VNO-NCW en Bouwend Nederland.
Ecologische autoriteit
Het kabinet toetst op de brede natuurdoelstelling (inclusief stikstofreductie), en klimaaten waterdoelstellingen.
De leefbaarheid op het platteland is daarbij essentieel.
Met ecologische analyses stellen we vast wat nodig is om gebiedsgericht de opgaven te halen.
Een onafhankelijke ecologische autoriteit draagt zorg voor de wetenschappelijke ecologische borging van deze analyses.
Daarmee wordt dus ook geborgd dat de laatste wetenschappelijke inzichten over de kwaliteit van de natuur in Natura 2000-gebieden betrokken worden bij de gebiedsgerichte uitwerking van de aanpak.
Daarbij gaat natuurherstel om meer dan alleen stikstofmaatregelen om te komen tot een goede staat van instandhouding.
De Ecologische Autoriteit beoordeelt tevens de onder regie van de provincies op te stellen NPLG-gebiedsprogramma’s, die ingaan op de maatregelen die nodig zijn om de doelstellingen te bereiken.
De instelling van de Ecologische Autoriteit wordt op dit moment voorbereid.
Zoals hierboven aangegeven is onafhankelijkheid van de ecologische autoriteit een belangrijk uitgangspunt en een randvoorwaarde voor het goed kunnen functioneren van die autoriteit.
De Ecologische Autoriteit is verantwoordelijk voor het toetsen, met het oog op de huidige en beoogde kwaliteit van de beschermde natuur, of de essentiële ecologische informatie aanwezig is voor de besluitvorming.
En is verantwoordelijk voor het op onafhankelijke wijze beoordelen van de wetenschappelijke onderbouwing op breed ecologisch vlak van de informatie, die benodigd is voor het vaststellen van besluiten over natuurdoelanalyses en gebiedsprogramma’s.
Hiermee vervult de Ecologische Autoriteit een belangrijke rol in het kader van de sturing op natuurkwaliteit in de breedte, waar het Planbureau voor de Leefomgeving ook toe opgeroepen heeft.
De instelling van de Ecologische Autoriteit is vóór 1 oktober 2022 voorzien.
Het kabinet treft voorbereidingen om de ecologische autoriteit direct na besluitvorming operationeel te hebben, zodat deze direct aan de slag kan.
Voor de totstandkoming en beoordeling van het klimaatbeleid is de Klimaaten Energieverkenning van het Planbureau voor de Leefomgeving voor het kabinet leidend.","['de Groot', 'Campen', 'Boswijk']","['de Groot', 'Campen', 'Boswijk']",True,3
